name,category,coordenadas,num_of_reviews,business_id,city,state,stars,review_count
Rita Watters Art Gallery,Art gallery,"32.247152, -110.853156",1,coU-DS8VYEgAfkPRznlCTQ,Tucson,NJ,4.0,64
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,uYNiCP0yl83XYBsY6_Peew,Mount Juliet,MO,1.5,18
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,MVxPNDc6Rb2BiyuPE-ENZA,Mount Juliet,CA,2.5,7
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,BTqvjYYm0qyp07ckUbbfUg,Mount Juliet,ID,5.0,5
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,X_WNw_wV_WQaQXfuMqoizQ,Mt. Juliet,PA,5.0,8
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,bIPuag0ccVLaoJL1XL78rg,Mount Juliet,AZ,4.0,15
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,cbF3m_CF0JE01gMLzcTtaQ,Mt. Juliet,AB,1.0,6
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,grlBNJnIoWDhwqe5g8pKDw,Mount Juliet,LA,5.0,9
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,znSO8UrbTHzKIKexk2dP_A,Mt. Juliet,NJ,5.0,5
BodyXpress Wellness Solutions,Fitness center,"36.200055, -86.5186054",8,MWrP048RlIQfMIJyk2s93w,Mount Juliet,ID,4.0,7
APS Rent -A- Car & Leasing INC.,Car rental agency,"32.236501, -110.9124643",8,cc21X3IJofZc3AUG1k645A,Tucson,IN,3.5,14
Blue Horizon,Tourist attraction,"39.9737989, -75.1591699",7,XQxaNufoSOaxuLMVgx9ieA,Philadelphia,FL,5.0,5
Mystery Cafe,Dinner theater,"39.7276043, -86.2510159",8,adN2gWgLeHNqNdUBDf729g,Indianapolis,PA,3.5,9
Mystery Cafe,Theater production,"39.7276043, -86.2510159",8,adN2gWgLeHNqNdUBDf729g,Indianapolis,PA,3.5,9
Laser Remedy MedSpa,Medical spa,"39.9695465, -75.1386445",188,iaBU5h_j0TCrUFzTbjFIlw,Philadelphia,NJ,4.5,151
Laser Remedy MedSpa,Spa,"39.9695465, -75.1386445",188,iaBU5h_j0TCrUFzTbjFIlw,Philadelphia,NJ,4.5,151
Washington at Presidential City,Apartment building,"40.0082279, -75.2054801",8,Eqj-RXQHbelEGH7XL3gLnA,Philadelphia,NJ,3.0,62
Washington at Presidential City,Apartment complex,"40.0082279, -75.2054801",8,Eqj-RXQHbelEGH7XL3gLnA,Philadelphia,NJ,3.0,62
PFS Bourse Theater,Movie theater,"39.9492886, -75.1477118",14,7eiGKDBo7qymeasy-uq1qQ,Philadelphia,IN,4.0,103
"A-1 Security Alarms, Inc.",Gated community,"27.9587619, -82.4606359",18,XHvzvwJ5IaB3WtFjsEswtw,Tampa,FL,3.5,31
OmTurtleYoga & Spa,Massage spa,"38.7988201, -90.3344905",14,lVOcuiEX0PaJaRBC-JWXCA,Florissant,FL,5.0,8
OmTurtleYoga & Spa,Spa and health club,"38.7988201, -90.3344905",14,lVOcuiEX0PaJaRBC-JWXCA,Florissant,FL,5.0,8
James Pearson Day-Spa Salon,Day spa,"38.633108, -90.41001",8,xpT6YukAN3b5BmZ_pK46Yg,Saint Louis,TN,1.0,10
James Pearson Day-Spa Salon,Day spa,"38.633108, -90.41001",8,6rOQrdt1dlgpQRjO3icCNg,Saint Louis,NJ,1.0,12
Od Wellness Foot Spa Llc,Spa,"39.9397513, -86.2346506",2,Xc3vxBQ7_eVwoFE7p4uSHw,Carmel,NJ,2.5,8
Od Wellness Foot Spa Llc,Spa,"39.9397513, -86.2346506",2,ORHTe9WG-Ofwt-CsNLwEtg,Carmel,DE,4.0,5
Santa Barbara Bikes To-Go,Tour operator,"34.4192405, -119.6786349",278,w3rJyrTjkRW6LMOMbMIrYw,Santa Barbara,PA,3.0,29
Santa Barbara Bikes To-Go,Tourist attraction,"34.4192405, -119.6786349",278,w3rJyrTjkRW6LMOMbMIrYw,Santa Barbara,PA,3.0,29
"Amy L. Moon, MD",Medical spa,"39.9699947, -86.1593584",17,itw2zaSQHjgdHIR8CG8XZw,Carmel,MO,5.0,7
"Amy L. Moon, MD",Medical spa,"39.9699947, -86.1593584",17,JmWbTPGVR_h7VwtXKgsX7Q,Carmel,PA,5.0,5
MassagEric - Your best option for a Boise massage,Massage spa,"43.5936606, -116.2428595",56,FlGoHPUHUtf1ENIQbPsvGw,Boise,FL,3.0,5
MassagEric - Your best option for a Boise massage,Spa,"43.5936606, -116.2428595",56,FlGoHPUHUtf1ENIQbPsvGw,Boise,FL,3.0,5
O Gallery,Art gallery,"36.164502, -86.779602",67,c32mGy62lMCp-ltl0Rcc5g,Nashville,IN,3.5,36
Lush Lofts,Day spa,"27.9882505, -82.1188196",78,lUcmuOgLNFlPej6r-fny1w,Plant City,TN,5.0,6
Lush Lofts,Facial spa,"27.9882505, -82.1188196",78,lUcmuOgLNFlPej6r-fny1w,Plant City,TN,5.0,6
Lush Lofts,Spa,"27.9882505, -82.1188196",78,lUcmuOgLNFlPej6r-fny1w,Plant City,TN,5.0,6
"HOTWORX - St. Louis, MO (Midtown)",Fitness center,"38.634755, -90.2397483",6,6j1EjShckP1OpughajE1oQ,St  Louis,NJ,4.0,5
Cruising with Caren,Boat tour agency,"27.6961271, -82.7355992",8,oO4MGgC0DhU9x9Ws6NnK7w,St Pete Beach,AZ,5.0,9
Endless Summer Watersports,Boat tour agency,"27.6961271, -82.7355992",28,oO4MGgC0DhU9x9Ws6NnK7w,St Pete Beach,AZ,5.0,9
250 Lounge,Night club,"39.5287552, -119.8091611",8,W1A7YRDQwFzVeFkTOPQ33g,Reno,FL,3.5,105
season tickets reno aces,Stadium,"39.5287552, -119.8091611",3,W1A7YRDQwFzVeFkTOPQ33g,Reno,FL,3.5,105
Hanatour of Philadelphia,Travel agency,"40.0720423, -75.1321452",13,1Y0KfitPQOSJ0ZCU950kdw,Elkins Park,AB,4.5,8
Pedego Electric Bikes Franklin,Tour operator,"35.9229634, -86.8657137",58,WpdmOmzlFluAAOkitBEuhg,Franklin,PA,5.0,5
Sophia Square,Apartment building,"39.9785986, -86.1289815",18,kRowQIUMYRNno_Rk5LkRgw,Carmel,MO,3.5,149
Sophia Square,Apartment building,"39.9785986, -86.1289815",18,MayNHiYCdpBTWzXCFnICfA,Carmel,LA,4.0,14
Sophia Square,Apartment building,"39.9785986, -86.1289815",18,AlN4jKSPT-fCuCXZI0uY-A,Carmel,AZ,4.0,35
Sophia Square,Apartment building,"39.9785986, -86.1289815",18,JB-w3Z8j4dX8sjV4dJvCyw,Carmel,AZ,4.5,108
Sophia Square,Apartment building,"39.9785986, -86.1289815",18,deWhFgwgU3F11jYMJk8n3Q,Carmel,IN,4.5,246
Sophia Square,Apartment building,"39.9785986, -86.1289815",18,jrtbx-IWjzI8-vDzG7Px5Q,Carmel,IN,4.0,38
Sophia Square,Apartment building,"39.9785986, -86.1289815",18,d84y_F_mQQNDsBHzLH8-jw,Carmel,AZ,2.5,13
Idahome Smiles,Spa,"43.5925085, -116.2133029",176,EdUc8ns0FUzLdlMIES4bdw,Boise,AZ,4.5,17
Smoothies Medical Spa,Medical spa,"39.4890912, -119.8021316",8,VhiKApWeFsoIbMRDjqjkHQ,Reno,NV,5.0,8
Canyon Ranch Aesthetics,Medical spa,"32.2869459, -110.8093171",6,qOpeL7IXiWUKihYjNK_5vg,Tucson,FL,4.0,9
Canyon Ranch Aesthetics,Medical spa,"32.2869459, -110.8093171",6,TW6Y5a7gszi39r26UOBPoQ,Tucson,MO,4.0,43
Canyon Ranch Aesthetics,Facial spa,"32.2869459, -110.8093171",6,qOpeL7IXiWUKihYjNK_5vg,Tucson,FL,4.0,9
Canyon Ranch Aesthetics,Facial spa,"32.2869459, -110.8093171",6,TW6Y5a7gszi39r26UOBPoQ,Tucson,MO,4.0,43
Chestnut Square,Apartment building,"39.9619996, -75.6020879",36,YkgWHtTwW9dz029HgjtvxA,West Chester,NJ,2.0,5
Chestnut Square,Apartment complex,"39.9619996, -75.6020879",36,YkgWHtTwW9dz029HgjtvxA,West Chester,NJ,2.0,5
Lakes of Chateau South,Apartment complex,"30.0279727, -90.2672859",38,PL2zxTcY21cz9Mc_i1LThQ,Kenner,CA,3.0,6
Lakes of Chateau South,Apartment building,"30.0279727, -90.2672859",38,PL2zxTcY21cz9Mc_i1LThQ,Kenner,CA,3.0,6
Planned Parenthood - St. Petersburg Health Center,Medical Center,"27.7706111, -82.6420653",47,8WfRepa04jB1Leq_roXdRA,Saint Petersburg,AZ,3.5,14
Planned Parenthood - St. Petersburg Health Center,Medical Center,"27.7706111, -82.6420653",47,cnq2uxPizq41niKgj0bTnQ,Saint Petersburg,FL,3.0,9
Chestnut Hall Apartments,Apartment building,"39.95496, -75.20016",88,WDOsS2CdahC5PmL7NohRIw,Philadelphia,DE,2.0,38
Pure Hot Yoga St. Louis,Fitness center,"38.6331962, -90.3159962",68,v7Gwhn4wBFHmRaR4gSAQjg,St. Louis,AZ,3.5,55
Uptown Frames Custom Framing,Art gallery,"29.9302252, -90.1320316",14,_gY83lMTCCwfoZe4fJOATA,New Orleans,PA,4.5,9
OVME,Medical spa,"36.1036973, -86.8181386",105,9Mar5SnJA3pIi2rBwD8nnA,Nashville,PA,3.5,10
OVME,Spa,"36.1036973, -86.8181386",105,9Mar5SnJA3pIi2rBwD8nnA,Nashville,PA,3.5,10
KV Esthetics,Facial spa,"32.246258, -110.8508212",4,WSknd0kmyk-jOkXGfSp0Dw,Tucson,TN,4.5,10
Wildflower Aesthetics and Wellness LLC,Medical spa,"32.246258, -110.8508212",13,WSknd0kmyk-jOkXGfSp0Dw,Tucson,TN,4.5,10
Indy Horror Story,Performing arts theater,"39.7526285, -86.1268934",38,ma--e71ucnYMtHnoe7iweg,Indianapolis,NV,4.0,7
Indy Horror Story,Drama theater,"39.7526285, -86.1268934",38,ma--e71ucnYMtHnoe7iweg,Indianapolis,NV,4.0,7
Salt MedSpa of Glen Mills,Massage spa,"39.8394566, -75.5399523",5,DFi7-XoCcyHlgqWj01ZaVg,Chadds Ford,FL,2.0,6
Salt MedSpa of Glen Mills,Facial spa,"39.8394566, -75.5399523",5,DFi7-XoCcyHlgqWj01ZaVg,Chadds Ford,FL,2.0,6
Salt MedSpa of Glen Mills,Spa,"39.8394566, -75.5399523",5,DFi7-XoCcyHlgqWj01ZaVg,Chadds Ford,FL,2.0,6
Funtime Theater,Performing arts theater,"39.50764, -119.7785817",8,klp2li2XK5mIikZSQ8T8zA,Reno,AB,3.5,8
Nirvana Day Spa,Spa,"27.9438404, -82.7994923",18,JQz0_R70G3bjQ5dRqrhxKQ,Clearwater,FL,4.5,519
Spring Villas Townhomes,Apartment building,"39.537634, -119.740901",36,U6iKX31mApa-pbAizpUp9w,Sparks,PA,2.0,5
Blu,Night club,"39.7632007, -86.1584407",54,I8yopLVQ5bhZbCK7k-wn4w,Indianapolis,MO,2.5,26
"Massage Rittenhouse Square Philadelphia , Body Treatment in Philadelphia",Day spa,"39.9502, -75.166409",15,9pUT5B18PBcttMGJeLQwyg,Philadelphia,CA,3.5,10
"Massage Rittenhouse Square Philadelphia , Body Treatment in Philadelphia",Massage spa,"39.9502, -75.166409",15,9pUT5B18PBcttMGJeLQwyg,Philadelphia,CA,3.5,10
"Massage Rittenhouse Square Philadelphia , Body Treatment in Philadelphia",Spa,"39.9502, -75.166409",15,9pUT5B18PBcttMGJeLQwyg,Philadelphia,CA,3.5,10
Mekari Dental Studio and SPA,Medical spa,"29.9955691, -90.1811489",165,A7pvUE09L7NEhi4S5iLrvA,Metairie,FL,4.5,12
Escape Virtual Reality,Escape room center,"39.8966352, -74.9471937",58,iHGfV0idrLNOdpAD0dsEWw,Cherry Hill,MO,5.0,7
Escape Virtual Reality,Escape room center,"39.8966352, -74.9471937",58,iQOuYumx4lyMCnlB_R2UWA,Cherry Hill,PA,3.5,9
TITLE Boxing Club Maplewood,Fitness center,"38.6029911, -90.3259828",178,ebRj6lYWQUFxABmw6ZAC0g,Saint Louis,AZ,4.0,10
North Meridian Fit Body Boot Camp,Fitness center,"43.6480103, -116.4125959",18,crksQ0I3n6Dg6YKORkBWTA,Meridian,CA,4.5,13
NOLA Tour Hub,Tour operator,"29.951039, -90.0773412",64,ZZlHHzmyohS4uHiMNtcbhQ,New Orleans,AB,4.0,71
NOLA Tour Hub,Tour operator,"29.951039, -90.0773412",64,_7JgkeNoRn_p7EOj2ZPs-Q,New Orleans,FL,5.0,6
Ideal Image King of Prussia,Medical spa,"40.0838813, -75.4044717",218,EKvt2JpWfOunpq8995I9fw,King of Prussia,PA,3.5,16
Sunrise Spa,Spa,"39.928359, -86.010498",26,dZFR0R5y9JHisqTOlEezPA,Fishers,NV,4.5,8
RavenHearse,Tour operator,"32.2476671, -110.8532896",8,b80oAdY9-wm11LrKZwavKA,Tucson,AZ,3.5,6
RavenHearse,Tour operator,"32.2476671, -110.8532896",8,NUT5XlzFohDLicBoPuMI1A,Tucson,PA,4.5,16
RavenHearse,Tour operator,"32.2476671, -110.8532896",8,9lRdRJkhqBWmEchbMIeskg,Tucson,IN,5.0,5
RavenHearse,Tour operator,"32.2476671, -110.8532896",8,p8okC_SldToUhy6hTpo8Ug,Tucson,FL,4.5,12
RavenHearse,Tour operator,"32.2476671, -110.8532896",8,znepnstOSqrvK3E2ejpwjw,Tucson,PA,5.0,5
New Orleans Top Tours • The Good Old Days Buggies Inc.,Tour operator,"29.9567078, -90.0627955",54,B5fOvhKvzb_GUe58Pg0FZw,New Orleans,MO,5.0,7
New Orleans Top Tours • The Good Old Days Buggies Inc.,Sightseeing tour agency,"29.9567078, -90.0627955",54,B5fOvhKvzb_GUe58Pg0FZw,New Orleans,MO,5.0,7
New Orleans Top Tours • The Good Old Days Buggies Inc.,Tourist attraction,"29.9567078, -90.0627955",54,B5fOvhKvzb_GUe58Pg0FZw,New Orleans,MO,5.0,7
Mystery Dinner Theater,Dinner theater,"32.1943212, -110.8747509",3,qRLYUTOxwJqRDCngNT2s8w,Tucson,PA,2.5,21
Mystery Dinner Theater,Performing arts theater,"32.1943212, -110.8747509",3,qRLYUTOxwJqRDCngNT2s8w,Tucson,PA,2.5,21
Zip Boise,Tour agency,"43.6907816, -116.3942128",18,Y4W8SdbmnrUb6noRvcSHeg,Eagle,CA,4.5,24
Southern Arizona Urgent Care,Urgent care center,"32.2494319, -110.8518926",304,Nwe1G3wYxllexkDOk1tY-Q,Tucson,AB,4.0,40
Southern Arizona Urgent Care,Urgent care center,"32.2494319, -110.8518926",304,TEwljuo-lffikicsTz2F-w,Tucson,TN,3.0,10
Southern Arizona Urgent Care,Medical Center,"32.2494319, -110.8518926",304,Nwe1G3wYxllexkDOk1tY-Q,Tucson,AB,4.0,40
Southern Arizona Urgent Care,Medical Center,"32.2494319, -110.8518926",304,TEwljuo-lffikicsTz2F-w,Tucson,TN,3.0,10
Madlen's Spa,Spa,"36.1048312, -86.8094024",317,YT3yvzNUEt8qgDC20K4bXg,Nashville,LA,5.0,10
Madlen's Spa,Spa,"36.1048312, -86.8094024",317,nLM4Qz4C95PptDKc3BTn6A,Nashville,FL,4.5,17
Madlen's Spa,Spa,"36.1048312, -86.8094024",317,f465wpBIGMEe0mbYFBbpOQ,Nashville,FL,4.0,16
Madlen's Spa,Facial spa,"36.1048312, -86.8094024",317,YT3yvzNUEt8qgDC20K4bXg,Nashville,LA,5.0,10
Madlen's Spa,Facial spa,"36.1048312, -86.8094024",317,nLM4Qz4C95PptDKc3BTn6A,Nashville,FL,4.5,17
Madlen's Spa,Facial spa,"36.1048312, -86.8094024",317,f465wpBIGMEe0mbYFBbpOQ,Nashville,FL,4.0,16
Martin Lawrence Gallery,Art gallery,"29.9562796, -90.0665185",17,nZylsS7ath_-bS3We12VIQ,New Orleans,PA,4.0,8
U-Haul Neighborhood Dealer,Truck rental agency,"28.1721396, -82.7496322",8,GVQIVR__HP8uHJWXbf7PRw,Tarpon Springs,FL,5.0,10
U-Haul Neighborhood Dealer,Van rental agency,"28.1721396, -82.7496322",8,GVQIVR__HP8uHJWXbf7PRw,Tarpon Springs,FL,5.0,10
I Bike Santa Barbara Wine Country Tours,Tour operator,"34.4039899, -119.6938017",25,sCJEbsv0KEsx_IifiFjGDQ,Santa Barbara,PA,3.5,28
I Bike Santa Barbara Wine Country Tours,Tour agency,"34.4039899, -119.6938017",25,sCJEbsv0KEsx_IifiFjGDQ,Santa Barbara,PA,3.5,28
Monster Mini Golf,Miniature golf course,"40.1518267, -75.0002322",18,C22umiDZ6w7DyK7-Q92UcA,Feasterville Trevose,TN,2.0,7
Monster Mini Golf,Miniature golf course,"40.1518267, -75.0002322",18,hT_9d0I0uYpkjcl0_jdlnw,Feasterville,NV,5.0,16
Monster Mini Golf,Miniature golf course,"40.1518267, -75.0002322",18,521oSsgv4JEtgvmoZftbxw,Feasterville,FL,3.0,47
Monster Mini Golf,Miniature golf course,"40.1518267, -75.0002322",18,MN63Mp2Hu7vDgLj3NuXzmw,Feasterville-Trevose,LA,5.0,5
Monster Mini Golf,Amusement center,"40.1518267, -75.0002322",18,C22umiDZ6w7DyK7-Q92UcA,Feasterville Trevose,TN,2.0,7
Monster Mini Golf,Amusement center,"40.1518267, -75.0002322",18,hT_9d0I0uYpkjcl0_jdlnw,Feasterville,NV,5.0,16
Monster Mini Golf,Amusement center,"40.1518267, -75.0002322",18,521oSsgv4JEtgvmoZftbxw,Feasterville,FL,3.0,47
Monster Mini Golf,Amusement center,"40.1518267, -75.0002322",18,MN63Mp2Hu7vDgLj3NuXzmw,Feasterville-Trevose,LA,5.0,5
BLUFIN Waterfront Grill,Hotel,"27.9709476, -82.5688593",4,LVGGURuHa5vh9cmgwgUIFg,Tampa,FL,5.0,7
BLUFIN Waterfront Grill,Hotel,"27.9709476, -82.5688593",4,I8qJja9Cz6PYjQNj3_pDRg,Tampa,PA,4.0,6
BLUFIN Waterfront Grill,Hotel,"27.9709476, -82.5688593",4,bP8UcyrWB_8jVv5Wfaolag,Tampa,PA,2.5,10
Encore,Night club,"32.2369819, -110.8673993",8,eIOTwhA5TpBatbkOQUlFRQ,Tucson,NV,1.5,20
Encore,Night club,"32.2369819, -110.8673993",8,7dNu9Tu2uH10KoBb38kLgA,Tucson,IN,4.5,30
Encore,Night club,"32.2369819, -110.8673993",8,9ZLRAg2VmdZxznU4CY3F8w,Tucson,PA,2.5,14
Mystic Massage,Day spa,"39.5098981, -119.8069906",1,i-hkxXeYVIBZ160yNejBOw,Reno,FL,5.0,5
Jackson Medical Group,Urgent care center,"34.4347012, -119.8099994",15,VWlYUBVYn9Mcs8jQfsxY8w,Goleta,NV,5.0,5
Jackson Medical Group,Urgent care center,"34.4347012, -119.8099994",15,6lEl1nFYfeVZWoZckDZ1cw,Santa Barbara,MO,2.5,6
Jackson Medical Group,Urgent care center,"34.4347012, -119.8099994",15,tc5K4YpRRZyBHG8a05Kgbg,Santa Barbara,PA,4.5,12
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,3zKG81wqSbEwHLlG3HGeQg,Reno,MO,4.5,18
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,z1JQVu0N_y1yUo9Tv0ZK2g,Reno,FL,4.5,46
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,_SHKwGv53hr_3ZCYJG2FgA,Reno,PA,4.5,33
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,VORNbS56-L2XxDwcoQVVQA,Reno,MO,4.5,11
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,B8WokkfpDYr6llnaH6vAmQ,Reno,MO,4.5,42
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,YINe61BI3QLAYsumGIdjug,Reno,PA,5.0,8
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,DIsakzk-hTU48OEhqYIf7w,Reno,NJ,4.0,67
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,W1HFv7HfRiWxng2v9_mmSA,Reno,FL,4.0,24
BBM Nail Lounge,Spa,"39.5247858, -119.8118219",14,jRmAvtGQfJz9Ye-Jq5gbUw,Reno,DE,4.5,18
Goko Kayaks,Canoe & kayak tour agency,"27.8719335, -82.60910989999999",26,W37hvHzwZJ23ScFk3GuBuA,Saint Petersburg,LA,5.0,6
E-Moderne Gallerie,Art gallery,"39.9509036, -75.1574567",2,fCEGYl_RTrpfZ6D2ag2vRg,Center City Philadelphia,PA,5.0,6
Massage Envy,Massage spa,"39.5752076, -119.7408024",48,HQYrDpxKB4nMBuH2t56Hng,Sparks,NJ,3.0,46
Massage Envy,Facial spa,"39.5752076, -119.7408024",48,HQYrDpxKB4nMBuH2t56Hng,Sparks,NJ,3.0,46
Empire Beauty School,Facial spa,"39.9376114, -75.3498328",78,UuFZg2D--h35Tc5y4fMb7w,Springfield,MO,2.0,5
Visit New Orleans,Tourist attraction,"29.9552704, -90.0627252",8,vAtVp9NI8uyqDM7Wi7pcVA,New Orleans,FL,4.0,367
Visit New Orleans,Tourist attraction,"29.9552704, -90.0627252",8,Nj2ZFJxJUW0_gm9SDii8sg,New Orleans,NJ,4.0,13
Visit New Orleans,Bus tour agency,"29.9552704, -90.0627252",8,vAtVp9NI8uyqDM7Wi7pcVA,New Orleans,FL,4.0,367
Visit New Orleans,Bus tour agency,"29.9552704, -90.0627252",8,Nj2ZFJxJUW0_gm9SDii8sg,New Orleans,NJ,4.0,13
Visit New Orleans,Tourist information center,"29.9552704, -90.0627252",8,vAtVp9NI8uyqDM7Wi7pcVA,New Orleans,FL,4.0,367
Visit New Orleans,Tourist information center,"29.9552704, -90.0627252",8,Nj2ZFJxJUW0_gm9SDii8sg,New Orleans,NJ,4.0,13
Rittenhouse Women's Wellness Center,Medical Center,"39.9458948, -75.1694912",98,4fzyMIxVjxXc2N6UeJD3Yg,Philadelphia,AB,4.5,27
Puja Travels,Travel agency,"28.0535141, -82.4364781",46,UGEXeeoB9frA2MBPOIECLg,Tampa,IN,4.0,19
Puja Travels,Travel,"28.0535141, -82.4364781",46,UGEXeeoB9frA2MBPOIECLg,Tampa,IN,4.0,19
Club Fitness,Fitness center,"38.9162098, -90.1623004",67,3tArzjOVr6fhfh20_PQw2g,Alton,PA,3.5,19
Surf Happens,Surf school,"34.4058575, -119.5461362",47,Et5i11GBxbveTrJnsbp3Zg,Carpinteria,PA,4.5,18
Esthetics813 Facial Bar and Medspa,Facial spa,"28.1717474, -82.3547145",48,gmIpEufX1h_kI3n3WDTsjg,Wesley Chapel,NV,4.5,9
Esthetics813 Facial Bar and Medspa,Day spa,"28.1717474, -82.3547145",48,gmIpEufX1h_kI3n3WDTsjg,Wesley Chapel,NV,4.5,9
Esthetics813 Facial Bar and Medspa,Medical spa,"28.1717474, -82.3547145",48,gmIpEufX1h_kI3n3WDTsjg,Wesley Chapel,NV,4.5,9
Saint Petersburg General,Parking lot,"27.8053256, -82.7260737",5,nYMXd0REkUlcoUvdngLwpw,St. Petersburg,AB,3.0,30
Esse Health Primary Care Partners,Medical Center,"38.4834096, -90.3860827",13,YWNg3sjvAq09ioci57jeYQ,Saint Louis,FL,3.0,5
Pure Barre,Fitness center,"36.1059232, -86.8157612",7,g9EbjokOKqf9nO0LS3wO4w,Green Hills,LA,4.5,20
Little Bear Preschool & Childcare,Child care agency,"39.538002, -119.75251",24,dFAyoDaWylguGU-b24KH8A,Sparks,TN,2.5,6
The Riverloft Apartment Homes,Apartment building,"39.951042, -75.17875",28,PS00H4iI51h1_yoWuvZ3Ag,Philadelphia,PA,3.0,27
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,xzRaxvp1xgh44m5MFIhPQQ,New Orleans,PA,4.5,13
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,l9Yb4it9d8wjyNwwuxAlGQ,New Orleans,AB,5.0,8
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,7aWfuBkn8oq_KaniwxRKmQ,New Orleans,PA,5.0,27
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,mlyk4I9Jwt7yRzpP1g6zPQ,New Orleans,IL,5.0,6
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,3lDER25WEHZAjIzWcW_Wfg,New Orleans,PA,4.0,7
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,fEcLTj1OZcDOVu4DaDrhtA,New Orleans,FL,5.0,33
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,-o26vX9NOeGaBC2lEKZD1A,New Orleans,PA,5.0,5
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,QQPX7PodskbBcMl2Dwm3Sw,New Orleans,PA,4.5,22
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,4_Z93ojDm_3rljfTRCwwmQ,New Orleans,FL,5.0,37
Plantation Adventures,Tourist information center,"30.008721, -90.0653341",1,TJ4FstBIoAIu1i4bB_PjAg,New Orleans,PA,3.0,87
Unity Health Center Urgent Care and Family Medicine,Medical spa,"43.6198687, -116.3792702",36,ZkLfVFOtt0zc2OrKQTshTA,Meridian,DE,3.5,7
Unity Health Center Urgent Care and Family Medicine,Urgent care center,"43.6198687, -116.3792702",36,ZkLfVFOtt0zc2OrKQTshTA,Meridian,DE,3.5,7
Cortona South Tampa,Apartment building,"27.8895327, -82.5111385",66,azvN4-NbBkMk0UdEJ0JiKw,Tampa,IL,3.0,17
relax: Float Spa,Day spa,"40.3338293, -75.1286788",85,C2X8Kk0-iyqKjVYY8BXsOQ,Doylestown,PA,3.5,40
relax: Float Spa,Health spa,"40.3338293, -75.1286788",85,C2X8Kk0-iyqKjVYY8BXsOQ,Doylestown,PA,3.5,40
Yannie's Chinese Massage Therapy,Massage spa,"27.8456629, -82.7293614",234,uPd9iMf6AHkEBtNh3b6PTQ,Pinellas Park,MO,4.5,11
F45 Training Northern Liberties,Fitness center,"39.9608513, -75.1395338",98,wtFgXCVy9IVDo10PLU_bjg,Philadelphia,PA,4.5,20
Cochrane Property Management,Apartment rental agency,"34.4258486, -119.7111531",28,cDehfdNXqAYZA5UP7sMMQQ,Santa Barbara,MO,2.0,18
Nashville RV Rentals,Recreational vehicle rental agency,"35.864139, -86.830277",207,EX9q3_XxAcvUwpOuD9nkTw,Franklin,CA,3.0,8
Nashville RV Rentals,Van rental agency,"35.864139, -86.830277",207,EX9q3_XxAcvUwpOuD9nkTw,Franklin,CA,3.0,8
Bay Dermatology & Cosmetic Surgery,Medical spa,"27.9179016, -82.7752728",168,qA7p2k40Kqw42InSEh6Qzw,Largo,AZ,2.5,19
Ooh la la gallerie,Art gallery,"29.9570258, -90.0634135",7,F1RbPpfowIOqUhwWMOuKMw,New Orleans,TN,4.5,9
Pure Barre,Fitness center,"36.1283446, -86.8535966",8,_THyfi1cDs8ocKVdF962FA,Nashville,PA,5.0,6
Eyelid Surgeons of Tampa Bay,Medical Center,"27.853162, -82.646576",164,s_-sJJ0BTIy69n8dEvc-Qw,St. Petersburg,IN,4.0,5
NuBody Concepts Nashville,Medical spa,"36.0393381, -86.8150339",78,ZDP0e6J_ohA6XzyIyztO0g,Brentwood,IN,4.0,16
NuBody Concepts Nashville,Medical spa,"36.0393381, -86.8150339",78,QY5NNJxpobPG14MFVZHL0Q,Brentwood,MO,4.0,9
NuBody Concepts Nashville,Medical spa,"36.0393381, -86.8150339",78,BwBGeBLgJ-AiZFDrCAbjKQ,Brentwood,MO,3.0,9
Ascension Saint Thomas Urgent Care - Hermitage,Urgent care center,"36.2152936, -86.5916707",329,H4h0BPCHshz58RcooAx_aA,Hermitage,FL,3.5,6
